CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,EstimatedSalary,Balance,NumOfProducts,HasCrCard,Tenure_y,IsActiveMember,Exited
15586880,P'eng,594,Germany,Male,41.0,2,"€ 42,050.24","€ 122,545.65",2,Yes,2,Yes,0
15713854,Cremonesi,513,French,Female,37.0,6,"€ 110,142.34",€ 0.00,2,No,6,No,0
15780835,Liang,652,Germany,Female,26.0,1,"€ 179,269.79","€ 131,908.35",1,Yes,1,Yes,0
15675896,Gough,680,Germany,Female,42.0,7,"€ 90,558.24","€ 105,722.69",1,Yes,7,Yes,1
15658459,Bates,784,Spain,Male,33.0,10,"€ 162,022.47",€ 0.00,2,No,10,No,0
15658057,Padovesi,812,Spain,Female,44.0,8,"€ 66,926.83",€ 0.00,3,No,8,No,1
15801767,Yin,784,Spain,Female,40.0,8,"€ 108,891.30",€ 0.00,2,No,8,No,0
15569178,Kharlamov,570,FRA,Female,18.0,4,"€ 71,811.90","€ 82,767.42",1,No,4,No,0
15731478,Nicholls,712,France,Female,42.0,1,"€ 92,223.59","€ 87,842.98",1,No,1,No,0
15811236,Burns,705,Spain,Male,39.0,6,"€ 78,065.90","€ 133,261.13",1,Yes,6,Yes,0
15746749,Fleming,681,Spain,Female,32.0,3,"€ 59,679.90",€ 0.00,2,Yes,3,Yes,0
15662758,Watson,620,French,Male,41.0,0,"€ 85,000.32","€ 97,925.11",1,No,0,No,0
15709387,Obiajulu,711,France,Male,52.0,5,"€ 159,808.95",€ 0.00,1,Yes,5,Yes,0
15572093,Han,613,France,Female,24.0,7,"€ 129,001.30","€ 140,453.91",1,No,7,No,0
15713826,Ferguson,613,Germany,Female,20.0,0,"€ 113,557.70","€ 117,356.19",1,No,0,No,1
15570205,Tao,682,Spain,Male,36.0,5,"€ 147,758.51",€ 0.00,2,Yes,5,Yes,0
15589348,Le Grand,850,Spain,Male,37.0,4,"€ 28,865.59","€ 137,204.77",1,Yes,4,Yes,0
15804610,Valdez,601,France,Female,41.0,1,"€ 160,607.06",€ 0.00,2,Yes,1,Yes,0
15700854,Cunningham,595,Spain,Male,35.0,8,"€ 100,015.79",€ 0.00,1,No,8,No,1
15758836,Godfrey,675,Spain,Male,36.0,3,"€ 54,478.52","€ 54,098.18",2,Yes,3,Yes,0
15772933,Mai,591,Spain,Male,31.0,8,"€ 141,677.33",€ 0.00,1,Yes,8,Yes,0
15809006,Walker,602,France,Male,23.0,7,"€ 84,077.60","€ 113,758.48",2,No,7,No,0
15689612,Pirozzi,554,Spain,Female,34.0,8,"€ 106,981.03",€ 0.00,1,Yes,8,Yes,0
15744614,Feng,541,FRA,Male,37.0,9,"€ 73,551.44","€ 118,636.92",1,Yes,9,Yes,0
15704250,Akabueze,506,French,Male,34.0,7,"€ 115,842.10",€ 0.00,2,No,7,No,0
15700255,Robson,814,Germany,Male,44.0,8,"€ 107,013.59","€ 95,488.82",2,No,8,No,0
15669410,Yevdokimova,683,French,Male,30.0,8,"€ 24,938.84","€ 110,829.52",2,No,8,No,0
15807595,Ijendu,485,Germany,Male,51.0,7,"€ 51,113.14","€ 144,244.59",2,No,7,No,0
15664523,Colombo,696,Germany,Female,31.0,8,"€ 33,828.64","€ 122,021.92",2,No,8,No,0
15642833,Akubundu,608,FRA,Female,30.0,8,"€ 128,875.86",€ 0.00,2,No,8,No,0
15605279,Francis,792,FRA,Male,50.0,9,"€ 194,700.81",€ 0.00,4,Yes,9,Yes,1
15713644,Marshall,686,Spain,Male,22.0,5,"€ 158,974.45",€ 0.00,2,No,5,No,0
15750466,Rhodes,790,Germany,Male,42.0,1,"€ 198,182.73","€ 85,839.62",1,No,1,No,0
15739054,Y?,654,France,Female,29.0,4,"€ 141,404.07","€ 96,974.97",1,Yes,4,Yes,0
15612771,Bell,452,French,Male,35.0,4,"€ 4,175.68","€ 148,172.44",1,Yes,4,Yes,0
15788483,Kerr,719,Spain,Male,38.0,0,"€ 126,876.47",€ 0.00,1,No,0,No,0
15732832,Jideofor,707,FRA,Female,40.0,5,"€ 41,052.82",€ 0.00,2,No,5,No,0
15772892,Robertson,699,French,Female,49.0,2,"€ 105,760.01",€ 0.00,1,No,2,No,0
15713843,Kao,850,Spain,Male,30.0,2,"€ 27,937.12",€ 0.00,2,Yes,2,Yes,0
15567993,Palmer,828,Spain,Male,28.0,8,"€ 79,355.87","€ 134,766.85",1,No,8,No,0
15617603,Mackay,850,Germany,Male,30.0,5,"€ 102,180.27","€ 123,210.56",2,Yes,5,Yes,0
15744983,Burgmann,712,Spain,Male,47.0,1,"€ 95,719.73","€ 139,887.01",1,Yes,1,Yes,0
15630419,Davis,634,France,Male,44.0,9,"€ 57,121.51","€ 149,961.11",1,No,9,No,0
15738828,Milano,730,Germany,Male,45.0,6,"€ 162,478.11","€ 152,880.97",1,No,6,No,0
15778025,Dellucci,685,Germany,Male,43.0,9,"€ 194,808.51","€ 108,589.47",2,Yes,9,Yes,0
15799479,Coles,809,Spain,Male,33.0,9,"€ 124,045.65",€ 0.00,1,Yes,9,Yes,0
15684269,Gray,707,Spain,Female,35.0,3,"€ 17,987.40","€ 56,674.48",1,No,3,No,1
15762745,Macvitie,648,Spain,Male,32.0,8,"€ 133,653.38",€ 0.00,1,No,8,No,0
15746970,Townsend,760,Spain,Female,57.0,1,"€ 25,101.17",€ 0.00,2,Yes,1,Yes,0
15725024,Pope,805,Germany,Female,33.0,3,"€ 33,330.89","€ 105,663.56",2,Yes,3,Yes,0
15592116,Jensen,585,French,Female,39.0,7,"€ 2,401.26",€ 0.00,2,No,7,No,0
15624391,Thomson,595,Spain,Female,30.0,5,"€ 178,361.04","€ 100,683.54",1,Yes,5,Yes,0
15567422,Chiazagomekpele,630,FRA,Male,42.0,6,"€ 162,697.93",€ 0.00,2,No,6,No,0
15612627,Ozuluonye,627,Germany,Male,29.0,5,"€ 80,607.33","€ 139,541.58",2,No,5,No,0
15574879,Wright,631,Germany,Female,37.0,2,"€ 23,146.62","€ 121,801.72",2,Yes,2,Yes,0
15745107,Lung,776,Germany,Male,38.0,5,"€ 89,893.60","€ 112,281.70",1,Yes,5,Yes,0
15734491,Lombardo,676,Spain,Female,36.0,4,"€ 3,173.31",€ 0.00,2,Yes,4,Yes,0
15675320,Leonard,758,Spain,Female,40.0,5,"€ 123,218.81","€ 93,499.82",2,No,5,No,0
15643824,Johnston,637,French,Male,33.0,0,"€ 74,588.41","€ 132,255.99",2,Yes,0,Yes,0
15643438,P'eng,850,FRA,Male,20.0,7,"€ 31,288.77",€ 0.00,2,No,7,No,0
15721730,Amechi,601,Spain,Female,44.0,4,"€ 58,561.31",€ 0.00,2,No,4,No,0
15680727,Fang,735,France,Male,49.0,5,"€ 148,804.36","€ 121,973.28",1,No,5,No,0
15752508,Docherty,614,Germany,Male,32.0,7,"€ 51,117.06","€ 99,462.80",2,Yes,7,Yes,0
15808846,Horton,672,Germany,Female,21.0,3,"€ 164,537.17","€ 165,878.76",2,Yes,3,Yes,0
15727251,Vincent,642,French,Male,30.0,8,"€ 61,977.82","€ 117,494.27",1,No,8,No,0
15663489,Onio,633,Germany,Female,29.0,0,"€ 193,362.99","€ 138,577.34",1,No,0,No,0
15683677,Schiavone,769,Spain,Male,39.0,9,"€ 47,722.79",€ 0.00,1,Yes,9,Yes,0
15596414,Chandler,796,Spain,Male,41.0,8,"€ 18,510.41","€ 107,525.07",1,No,8,No,0
15730639,Fiorentino,715,French,Male,23.0,7,"€ 65,057.71","€ 139,224.92",2,No,7,No,0
15672132,Butusov,695,France,Female,42.0,7,"€ 46,374.64","€ 121,453.63",1,No,7,No,0
15742638,Wang,747,French,Female,25.0,4,"€ 42,039.67",€ 0.00,2,Yes,4,Yes,0
15578603,Alexeieva,584,Germany,Female,54.0,1,"€ 138,192.98","€ 77,354.37",1,No,1,No,1
15726088,Vinogradova,476,French,Male,40.0,6,"€ 22,735.45",€ 0.00,1,Yes,6,Yes,0
15682533,Hughes,850,French,Female,39.0,7,"€ 186,910.74","€ 79,259.99",1,Yes,7,Yes,0
15772995,Ts'ao,529,FRA,Male,30.0,2,"€ 75,285.47","€ 116,295.29",1,No,2,No,0
15765694,Bage,584,Spain,Female,59.0,1,"€ 130,260.11",€ 0.00,1,Yes,1,Yes,1
15659486,Yudina,586,Germany,Male,34.0,9,"€ 15,034.93","€ 74,309.81",1,No,9,No,0
15568963,Naquin,674,Germany,Male,34.0,2,"€ 175,709.40","€ 152,797.90",1,No,2,No,1
15703820,Endrizzi,552,FRA,Male,42.0,9,"€ 101,069.71","€ 133,701.07",2,No,9,No,1
15569410,Tang,601,Germany,Female,33.0,7,"€ 153,012.13","€ 114,430.18",2,Yes,7,Yes,0
15632256,Schroeder,541,French,Male,29.0,7,"€ 86,173.92","€ 127,504.57",1,No,7,No,0
15724466,Swearingen,744,Germany,Female,41.0,2,"€ 197,548.63","€ 84,113.41",1,No,2,No,0
15777639,McGregor,595,Spain,Female,23.0,10,"€ 37,042.80","€ 101,126.66",2,No,10,No,0
15802501,Onyeorulu,724,Germany,Male,33.0,5,"€ 121,085.72","€ 103,564.83",2,No,5,No,0
15778410,Clarke,533,Spain,Female,52.0,7,"€ 194,113.99",€ 0.00,1,Yes,7,Yes,1
15670702,Smith,618,France,Male,37.0,2,"€ 101,273.23","€ 168,178.21",2,Yes,2,Yes,0
15704763,Kozlova,523,Germany,Female,39.0,1,"€ 118,711.75","€ 143,903.11",1,Yes,1,Yes,1
15645544,Nekrasov,642,Germany,Female,30.0,5,€ 582.53,"€ 129,753.69",1,No,5,No,0
15757646,Olague,584,French,Male,35.0,9,"€ 192,381.21",€ 0.00,2,No,9,No,0
15701121,Holt,521,France,Male,38.0,5,"€ 136,507.69","€ 110,641.18",1,Yes,5,Yes,1
15796313,Olsen,662,FRA,Female,36.0,4,"€ 138,871.12","€ 166,909.20",2,No,4,No,1
15815660,Mazzi,758,FRA,Female,34.0,1,"€ 60,728.89","€ 154,139.45",1,Yes,1,Yes,0
15602844,Niu,717,French,Male,38.0,7,"€ 189,175.71","€ 97,459.06",1,No,7,No,0
15636238,Graham,611,French,Male,40.0,1,"€ 102,547.56",€ 0.00,2,Yes,1,Yes,0
15770101,Millar,766,Germany,Male,43.0,6,"€ 36,706.56","€ 112,088.04",2,Yes,6,Yes,0
15645543,Bell,636,France,Female,34.0,3,"€ 44,756.25",€ 0.00,2,Yes,3,Yes,0
15596397,Kelly,814,France,Female,48.0,7,"€ 132,870.15",€ 0.00,2,Yes,7,Yes,0
15770525,T'an,760,Spain,Male,28.0,1,"€ 16,287.38","€ 141,038.57",2,No,1,No,0
15684267,Davila,607,Germany,Male,39.0,2,"€ 121,945.42","€ 84,468.67",2,Yes,2,Yes,0
15689980,Willis,725,Spain,Female,36.0,4,"€ 131,173.90","€ 118,520.26",1,No,4,No,1
15633260,Dumetochukwu,600,France,Male,37.0,1,"€ 88,669.89","€ 142,663.46",1,Yes,1,Yes,0
15756471,Giles,656,Germany,Male,27.0,4,"€ 160,835.30","€ 118,627.16",2,Yes,4,Yes,0
15721303,O'Meara,640,Spain,Male,34.0,1,"€ 24,761.36","€ 137,523.02",1,No,1,No,0
15802256,Yao,439,FRA,Male,28.0,7,"€ 138,526.96","€ 110,976.23",2,No,7,No,0
15725664,Wallace,549,FRA,Female,38.0,8,"€ 157,442.75","€ 107,283.40",1,No,8,No,0
15674851,T'ien,622,France,Male,38.0,5,"€ 105,295.77",€ 0.00,2,No,5,No,0
15701946,Ndubueze,715,French,Male,34.0,4,"€ 97,782.92","€ 124,314.45",1,No,4,No,0
15748947,Chukwuraenye,657,French,Female,41.0,5,"€ 68,255.88","€ 95,858.37",1,Yes,5,Yes,0
15673342,K'ung,703,France,Male,36.0,2,"€ 108,790.95",€ 0.00,2,No,2,No,0
15601008,Stevenson,802,FRA,Male,33.0,8,"€ 143,706.18",€ 0.00,2,No,8,No,0
15771636,Marshall,793,Spain,Female,36.0,0,"€ 148,993.47",€ 0.00,1,No,0,No,0
15642002,Hayward,554,FRA,Female,35.0,6,"€ 95,277.15","€ 117,707.18",2,No,6,No,1
15693381,Tipton,533,Spain,Male,38.0,1,"€ 152,956.33","€ 135,289.33",2,Yes,1,Yes,0
15607691,Gibson,658,France,Male,36.0,8,"€ 94,925.62","€ 174,060.46",1,Yes,8,Yes,0
15589380,Fraser,713,Germany,Male,40.0,3,"€ 87,308.18","€ 114,446.84",2,Yes,3,Yes,0
15603846,Fang,711,Spain,Male,37.0,2,"€ 83,978.86",€ 0.00,2,No,2,No,1
15753549,Dubinina,669,French,Male,25.0,1,"€ 37,543.93","€ 157,848.53",1,No,1,No,1
15725355,Morey,439,FRA,Female,43.0,8,"€ 104,889.30",€ 0.00,1,Yes,8,Yes,0
15773017,Todd,763,Spain,Female,37.0,6,"€ 149,705.25",€ 0.00,2,Yes,6,Yes,0
15625641,Forbes,697,Germany,Female,74.0,3,"€ 16,445.79","€ 108,071.36",2,Yes,3,Yes,0
15776467,De Salis,702,Spain,Female,35.0,8,"€ 54,689.16","€ 14,262.80",2,No,8,No,0
15746451,Barry,686,Spain,Male,41.0,7,"€ 194,913.86","€ 102,749.72",1,Yes,7,Yes,0
15777922,Afamefuna,629,Spain,Male,36.0,1,"€ 146,371.72","€ 161,757.87",2,Yes,1,Yes,0
15606841,Ibbott,823,FRA,Male,38.0,1,"€ 156,603.70",€ 0.00,2,No,1,No,0
15757648,Marshall,683,Germany,Female,35.0,5,"€ 182,566.76","€ 95,698.79",1,Yes,5,Yes,0
15677173,Law,555,French,Male,37.0,9,"€ 60,194.05","€ 124,969.13",1,No,9,No,0
15764170,Pinto,647,Germany,Male,44.0,4,"€ 36,579.53","€ 93,960.35",1,No,4,No,1
15610446,Chinedum,714,FRA,Female,51.0,4,"€ 5,862.53","€ 88,308.87",3,No,4,No,1
15612776,McKay,850,Spain,Female,39.0,10,"€ 143,030.09",€ 0.00,2,Yes,10,Yes,0
15794122,Otutodilinna,713,France,Female,59.0,3,"€ 62,700.08",€ 0.00,2,Yes,3,Yes,0
15774931,She,452,France,Male,30.0,7,"€ 99,017.34","€ 112,935.87",1,Yes,7,Yes,0
15779247,Pai,683,Spain,Female,24.0,8,"€ 187,987.01","€ 98,567.10",1,No,8,No,0
15707078,Kruglov,577,FRA,Female,26.0,1,"€ 123,454.62","€ 180,530.51",1,No,1,No,0
15605263,Chin,552,FRA,Male,33.0,5,"€ 10,921.50","€ 140,931.57",1,Yes,5,Yes,0
15607381,King,769,Germany,Female,31.0,7,"€ 53,817.23","€ 148,913.72",2,No,7,No,0
15683471,Hansen,691,FRA,Male,38.0,7,"€ 81,617.40",€ 0.00,2,No,7,No,0
15605037,Ting,818,FRA,Female,49.0,2,"€ 192,298.84",€ 0.00,1,Yes,2,Yes,1
15576085,Stone,739,France,Male,41.0,5,"€ 143,882.25",€ 0.00,2,No,5,No,0
15770435,McLean,639,French,Female,50.0,6,"€ 53,130.41","€ 115,335.32",2,Yes,6,Yes,0
15592994,Zikoranachidimma,651,French,Female,65.0,0,"€ 190,454.04",€ 0.00,2,Yes,0,Yes,0
15624068,Fu,779,France,Female,26.0,0,"€ 111,906.00",€ 0.00,2,Yes,0,Yes,0
15595221,Trevisano,850,Germany,Female,33.0,7,"€ 113,177.95","€ 134,678.13",1,No,7,No,0
15637131,Fallaci,829,France,Male,38.0,9,"€ 30,529.88",€ 0.00,2,No,9,No,0
15613471,Wiley,579,Germany,Male,31.0,2,"€ 18,800.13","€ 90,547.48",2,Yes,2,Yes,0
15583499,Chiagoziem,510,France,Male,32.0,9,"€ 46,127.70","€ 103,324.78",1,Yes,9,Yes,0
15752816,Murray,531,French,Male,29.0,3,"€ 75,585.48","€ 114,590.58",1,No,3,No,0
15804075,Chuang,628,Germany,Female,36.0,3,"€ 63,085.94","€ 91,286.51",1,No,3,No,0
15800517,Huang,633,Spain,Male,32.0,5,"€ 74,415.20","€ 163,340.12",2,Yes,5,Yes,0
15712319,Chukwukere,714,Spain,Male,45.0,8,"€ 139,889.15","€ 150,900.29",2,Yes,8,Yes,0
15797389,Hsia,604,Spain,Male,23.0,9,"€ 7,267.25","€ 124,577.33",1,Yes,9,Yes,0
15621432,Lee,630,Spain,Male,35.0,1,"€ 186,826.22",€ 0.00,2,No,1,No,0
15779390,Theus,850,Spain,Female,31.0,4,"€ 162,149.07","€ 91,292.70",1,Yes,4,Yes,0
15711219,Jennings,788,Germany,Female,57.0,8,"€ 180,150.49","€ 93,716.72",1,Yes,8,Yes,1
15770498,Parker,798,French,Female,37.0,4,"€ 83,478.12","€ 111,723.08",1,Yes,4,Yes,0
15678727,Tan,770,Germany,Male,45.0,4,"€ 26,163.74","€ 110,765.68",1,No,4,No,1
15573893,Barry,569,Germany,Male,25.0,9,"€ 44,381.06","€ 173,459.45",2,Yes,9,Yes,0
15740104,Tuan,425,Spain,Female,22.0,7,"€ 136,365.00","€ 169,649.73",2,Yes,7,Yes,1
15792649,Patterson,547,Spain,Female,31.0,9,"€ 99,294.22",€ 0.00,2,No,9,No,0
15605275,Ofodile,725,Germany,Male,45.0,8,"€ 173,464.43","€ 116,917.07",1,No,8,No,1
15572467,Chandler,506,FRA,Male,37.0,5,"€ 127,543.81",€ 0.00,2,Yes,5,Yes,0
15738219,Nash,632,FRA,Female,36.0,7,"€ 52,526.65",€ 0.00,2,Yes,7,Yes,0
15600710,Atkinson,620,FRA,Male,22.0,0,"€ 32,589.45",€ 0.00,1,No,0,No,0
15804394,Brenan,663,Germany,Male,32.0,8,"€ 47,161.25","€ 130,627.66",1,No,8,No,1
15694188,Obidimkpa,700,Spain,Female,46.0,5,"€ 45,424.13","€ 56,580.95",2,Yes,5,Yes,0
15583718,Terry,696,Germany,Male,38.0,6,"€ 8,018.49","€ 142,316.14",1,Yes,6,Yes,0
15802478,Spring,767,Spain,Male,31.0,6,"€ 195,668.00",€ 0.00,2,Yes,6,Yes,0
15619343,Mahmood,561,French,Male,56.0,7,"€ 133,167.11","€ 152,759.00",2,No,7,No,1
15758813,Campbell,350,Germany,Male,39.0,0,"€ 123,602.11","€ 109,733.20",2,No,0,No,1
15761374,Bellucci,706,French,Male,54.0,9,"€ 186,238.85","€ 117,444.51",1,Yes,9,Yes,0
15569209,Amaechi,464,Spain,Female,34.0,5,"€ 158,668.87","€ 76,001.57",1,Yes,5,Yes,0
15788539,Foxall,501,French,Female,34.0,3,"€ 9,249.36","€ 107,747.57",1,No,3,No,0
15747222,Bentley,745,Spain,Female,35.0,8,"€ 116,581.10",€ 0.00,2,Yes,8,Yes,0
15769346,Baird,587,French,Female,36.0,1,"€ 44,688.08","€ 134,997.49",2,No,1,No,0
15699634,Howard,667,French,Female,48.0,2,"€ 148,608.39",€ 0.00,2,Yes,2,Yes,0
15589076,Henry,737,French,Male,36.0,9,"€ 188,670.90",€ 0.00,1,Yes,9,Yes,1
15812338,Sopuluchukwu,485,Spain,Female,30.0,7,"€ 107,067.37",€ 0.00,1,No,7,No,0
15758845,Rocher,590,Spain,Female,37.0,0,"€ 61,759.33","€ 64,345.21",1,Yes,0,Yes,1
15685844,White,518,Germany,Female,35.0,8,"€ 192,776.64","€ 141,665.63",1,Yes,8,Yes,0
15583090,Komar,581,Spain,Female,29.0,8,"€ 46,735.19",€ 0.00,2,No,8,No,0
15587581,Russo,785,Germany,Female,33.0,5,"€ 169,117.74","€ 136,624.60",2,Yes,5,Yes,0
15633640,Loewenthal,799,French,Female,52.0,4,"€ 89,081.41","€ 161,209.66",1,Yes,4,Yes,0
15573741,Aliyeva,698,Spain,Male,38.0,10,"€ 105,227.86","€ 95,010.92",1,Yes,10,Yes,0
15633574,Montes,730,French,Female,41.0,4,"€ 128,246.81","€ 167,545.32",1,No,4,No,0
15711455,Kuo,740,Germany,Female,36.0,4,"€ 94,554.74","€ 109,044.60",1,No,4,No,1
15570601,Cheng,785,FRA,Female,47.0,9,"€ 33,823.50","€ 122,031.55",1,Yes,9,Yes,1
15690925,McIntosh,527,Spain,Female,29.0,2,"€ 97,468.44","€ 27,755.97",1,No,2,No,1
15709338,T'ao,544,French,Female,29.0,1,"€ 164,137.36","€ 118,560.55",1,Yes,1,Yes,0
15780746,Tyndall,705,FRA,Male,61.0,4,"€ 191,313.70",€ 0.00,2,Yes,4,Yes,0
15681956,Bailey,684,French,Male,34.0,9,"€ 65,257.57",€ 0.00,2,Yes,9,Yes,0
15778190,Onyekaozulu,639,Spain,Female,28.0,8,"€ 178,222.77","€ 97,840.72",1,Yes,8,Yes,0
15786852,Nwachukwu,565,Germany,Female,38.0,2,"€ 179,445.28","€ 158,651.29",2,Yes,2,Yes,0
15726494,Romani,481,France,Male,44.0,9,"€ 65,500.53","€ 175,303.06",1,No,9,No,1
15641183,Chin,731,Spain,Male,25.0,8,"€ 97,877.92","€ 96,950.21",1,No,8,No,0
15805312,Bellucci,607,France,Male,45.0,7,"€ 113,051.57","€ 123,859.60",1,Yes,7,Yes,0
15636572,Christmas,760,France,Female,32.0,7,"€ 105,969.05",€ 0.00,2,Yes,7,Yes,0
15632575,Moore,559,France,Female,70.0,9,"€ 122,996.76",€ 0.00,1,Yes,9,Yes,0
15740164,Genovesi,715,French,Female,33.0,3,"€ 68,087.15","€ 85,227.84",1,Yes,3,Yes,0
15574947,Cartwright,656,French,Male,36.0,8,"€ 21,478.36","€ 97,786.08",2,Yes,8,Yes,0
15597909,Johnstone,652,Germany,Male,33.0,7,"€ 158,437.73","€ 128,135.99",1,No,7,No,0
15782574,Warner,624,Spain,Male,33.0,6,"€ 76,551.70",€ 0.00,2,No,6,No,0
15734999,Stephenson,634,Spain,Male,36.0,2,"€ 15,887.68","€ 85,996.19",1,No,2,No,0
15706593,Ellis,850,Spain,Female,50.0,10,"€ 33,741.84",€ 0.00,2,Yes,10,Yes,0
15766686,Nebechi,659,Germany,Female,39.0,1,"€ 20,652.69","€ 104,502.11",1,No,1,No,0
15590268,Chu,529,Spain,Male,35.0,5,"€ 112,781.50","€ 95,772.97",1,Yes,5,Yes,0
15763055,Onuchukwu,572,Spain,Male,31.0,5,"€ 119,996.95","€ 98,108.79",1,Yes,5,Yes,0
15664754,Steele,640,Germany,Male,39.0,9,"€ 6,981.43","€ 131,607.28",4,Yes,9,Yes,1
15643630,Quaife,770,Spain,Male,55.0,9,"€ 185,211.28","€ 63,127.41",2,No,9,No,1
15641043,Scott,648,Spain,Male,35.0,7,"€ 78,436.36",€ 0.00,2,Yes,7,Yes,0
15768095,Yeh,579,FRA,Male,31.0,9,"€ 139,048.00",€ 0.00,1,Yes,9,Yes,0
15811314,Y?,589,Germany,Female,36.0,9,"€ 136,329.96","€ 140,355.56",2,No,9,No,0
15669922,Conti,530,Spain,Female,36.0,2,"€ 14,721.80",€ 0.00,2,Yes,2,Yes,0
15707114,Holder,831,France,Male,30.0,2,"€ 3,430.38",€ 0.00,2,Yes,2,Yes,0
15670602,Burgess,790,Germany,Male,24.0,7,"€ 160,450.21","€ 107,418.27",1,Yes,7,Yes,0
15713479,Ozuluonye,656,French,Male,35.0,6,"€ 1,485.27",€ 0.00,2,No,6,No,0
15663830,De Luca,563,Spain,Male,32.0,6,"€ 19,720.08",€ 0.00,2,Yes,6,Yes,0
15566958,Li Fonti,667,Spain,Male,39.0,7,"€ 41,183.02","€ 167,557.12",1,Yes,7,Yes,0
15680918,Freeman,613,Spain,Male,34.0,8,"€ 139,410.08","€ 117,300.02",1,No,8,No,0
15663921,Pisani,429,FRA,Male,60.0,7,"€ 163,691.48",€ 0.00,2,Yes,7,Yes,0
15716324,Ignatieff,665,France,Female,23.0,9,"€ 115,147.33","€ 143,672.90",1,Yes,9,Yes,0
15796969,Lahti,731,France,Male,33.0,4,"€ 74,945.11",€ 0.00,2,Yes,4,Yes,0
15574783,Perkins,584,France,Female,37.0,1,"€ 180,363.56",€ 0.00,2,Yes,1,Yes,0
15773487,Conway,634,Germany,Female,31.0,8,"€ 196,021.73","€ 76,798.92",1,No,8,No,0
15802486,Hayes,488,FRA,Male,34.0,3,"€ 125,979.36",€ 0.00,2,Yes,3,Yes,0
15783398,Rizzo,535,Spain,Female,49.0,7,"€ 111,421.77","€ 115,309.75",1,No,7,No,0
15649418,Krylov,776,French,Female,29.0,7,"€ 115,818.51","€ 178,171.04",2,Yes,7,Yes,0
15604588,Li Fonti,850,Spain,Female,38.0,3,"€ 179,360.76",€ 0.00,2,Yes,3,Yes,0
15735428,Talbot,673,Spain,Female,37.0,0,"€ 82,351.06",€ 0.00,2,No,0,No,0
15629078,Matthias,850,Germany,Female,45.0,5,"€ 192,744.23","€ 127,258.79",1,Yes,5,Yes,1
15806880,Boyle,627,Spain,Female,30.0,6,"€ 113,408.47",€ 0.00,1,Yes,6,Yes,0
15754999,Ch'eng,570,France,Female,33.0,8,"€ 124,641.42",€ 0.00,1,Yes,8,Yes,0
15781034,Mason,796,Spain,Male,67.0,5,"€ 54,871.02",€ 0.00,2,Yes,5,Yes,0
15622017,Bruno,773,Spain,Female,33.0,10,"€ 98,820.09",€ 0.00,1,Yes,10,Yes,0
15705885,Smeaton,752,Spain,Male,36.0,2,"€ 45,570.84",€ 0.00,2,Yes,2,Yes,0
15677382,Miller,625,Spain,Female,69.0,1,"€ 182,336.45","€ 107,569.96",1,Yes,1,Yes,0
15566843,Gotch,535,Germany,Male,20.0,9,"€ 118,825.56","€ 134,874.40",1,Yes,9,Yes,0
15608387,Fu,786,FRA,Female,29.0,4,"€ 103,372.79",€ 0.00,2,No,4,No,0
15810786,O'Toole,620,France,Female,67.0,3,"€ 43,486.73",€ 0.00,2,Yes,3,Yes,0
15626983,Ledford,605,Spain,Female,48.0,6,"€ 40,062.99",€ 0.00,2,Yes,6,Yes,0
15773605,Iadanza,670,Spain,Female,32.0,3,"€ 46,175.70",€ 0.00,2,No,3,No,0
15811261,Alaniz,617,Spain,Male,42.0,0,"€ 120,830.73","€ 70,105.87",1,Yes,0,Yes,0
15590606,Saunders,595,French,Male,41.0,9,"€ 5,967.09",€ 0.00,2,No,9,No,0
15576644,Lin,687,Germany,Female,29.0,4,"€ 122,134.56","€ 78,939.15",1,No,4,No,1
15750264,Pinto,757,Germany,Male,30.0,6,"€ 62,972.13","€ 105,128.85",2,Yes,6,Yes,0
15741554,Streeter,746,Spain,Male,31.0,2,"€ 174,815.54","€ 113,836.27",1,Yes,2,Yes,0
15769051,Shaw,503,Spain,Male,25.0,7,"€ 192,841.13",€ 0.00,1,Yes,7,Yes,0
15812198,Chen,543,Germany,Male,48.0,1,"€ 33,310.72","€ 100,900.50",1,No,1,No,1
15699772,Barclay,428,Germany,Female,40.0,3,"€ 72,876.43","€ 129,248.11",2,No,3,No,1
15744105,Kodilinyechukwu,768,French,Female,28.0,3,"€ 50,911.41","€ 109,118.05",2,Yes,3,Yes,0
15739858,Otitodilichukwu,618,FRA,Male,56.0,7,"€ 142,400.27",€ 0.00,1,Yes,7,Yes,1
15723720,McKenzie,591,FRA,Female,31.0,7,"€ 48,778.46",€ 0.00,2,Yes,7,Yes,0
15638355,Woods,658,French,Female,35.0,5,"€ 156,361.58","€ 126,397.66",1,No,5,No,1
15805637,Hsing,625,France,Male,36.0,9,"€ 133,807.77","€ 108,546.16",3,No,9,No,1
15629575,Wheare,717,French,Male,36.0,2,"€ 179,128.69","€ 148,061.89",1,No,2,No,1
15586243,Yobachi,667,France,Male,44.0,8,"€ 91,810.71","€ 122,277.87",1,Yes,8,Yes,0
15757931,Fang,804,French,Male,24.0,3,"€ 173,195.33",€ 0.00,2,No,3,No,0
15716023,Pearson,693,France,Male,31.0,1,"€ 182,270.88",€ 0.00,2,Yes,1,Yes,0
15647782,Brown,729,Germany,Male,36.0,8,"€ 177,130.33","€ 152,899.24",2,No,8,No,0
